klub,sezona,ime,pozicija,narodnost,rojstvo,visina
SOP,2007,"STELMACH, PIOTR",Forward,Poland,1984,2.05
SOP,2007,"WACZYNSKI, ADAM",Guard,Poland,1989,1.99
SOP,2008,"KRAUZE, ALEKSANDER",Guard,Poland,1989,1.88
SOP,2008,"BRAZELTON, TYRONE",Guard,United States of America,1986,1.83
SOP,2008,"ARCHIBONG, KOKO",Forward,Nigeria,1981,2.05
SOP,2008,"DYLEWICZ, FILIP",Forward,Poland,1980,2.02
SOP,2008,"SIKORA, SLAWOMIR",Guard,Poland,1986,1.93
SOP,2008,"LOGAN, DAVID",Guard,United States of America,1982,1.85
SOP,2008,"KOSTRZEWSKI, MATEUSZ",Forward,Poland,1989,1.97
SOP,2008,"SWIETONSKI, TOMASZ",Guard,Poland,1984,1.86
SOP,2008,"LAPETA, ADAM",Center,Poland,1987,2.17
SOP,2008,"ZAMOJSKI, PRZEMYSLAW",Guard,Poland,1986,1.86
SOP,2008,"SZCZOTKA, PIOTR",Forward,Poland,1981,
SOP,2008,"WOODS, QYNTEL",Forward,United States of America,1981,2.03
SOP,2008,"BURRELL, RONNIE",Forward,United States of America,1983,2.04
SOP,2008,"BURKE, PAT",Center,Ireland,1973,2.08
SOP,2008,"EWING, DANIEL",Guard,United States of America,1983,1.91
SOP,2008,"HRYCANIUK, ADAM",Center,Poland,1984,2.06
SOP,2009,"SIKORA, SLAWOMIR",Guard,Poland,1986,1.93
SOP,2009,"BRAZELTON, TYRONE",Guard,United States of America,1986,1.83
SOP,2009,"SEWERYN, LUKASZ",Forward,Poland,1982,1.96
SOP,2009,"KRAUZE, ALEKSANDER",Guard,Poland,1989,1.88
SOP,2009,"SOW, PAPE",Center,Senegal,1981,2.08
SOP,2009,"HARRINGTON, JUNIOR",Guard,United States of America,1980,1.93
SOP,2009,"LOGAN, DAVID",Guard,United States of America,1982,1.85
SOP,2009,"KOSTRZEWSKI, MATEUSZ",Forward,Poland,1989,1.97
SOP,2009,"JAGLA, JAN",Forward,Germany,1981,2.13
SOP,2009,"LAPETA, ADAM",Center,Poland,1987,2.17
SOP,2009,"ZAMOJSKI, PRZEMYSLAW",Guard,Poland,1986,1.86
SOP,2009,"SZCZOTKA, PIOTR",Forward,Poland,1981,
SOP,2009,"VARDA, RATKO",Center,Serbia,1979,2.13
SOP,2009,"WOODS, QYNTEL",Guard,United States of America,1981,2.03
SOP,2009,"BURRELL, RONNIE",Forward,United States of America,1983,2.04
SOP,2009,"EWING, DANIEL",Guard,United States of America,1983,1.91
SOP,2009,"HRYCANIUK, ADAM",Center,Poland,1984,2.06
SOP,2010,"GIDDENS, JR",Guard,United States of America,1985,1.96
SOP,2010,"EWING, DANIEL",Guard,United States of America,1983,1.91
SOP,2010,"VIDENOV, FILIP",Forward,Bulgaria,1980,1.96
SOP,2010,"WILKS, MIKE",Guard,United States of America,1979,1.79
SOP,2010,"BROWN, BOBBY",Guard,United States of America,1984,1.88
SOP,2010,"KOSTRZEWSKI, MATEUSZ",Forward,Poland,1989,1.97
SOP,2010,"KITZINGER, IWO",Guard,Poland,1985,1.88
SOP,2010,"JAGLA, JAN",Forward,Germany,1981,2.13
SOP,2010,"LAPETA, ADAM",Center,Poland,1987,2.17
SOP,2010,"WITKA, ROBERT",Forward,Poland,1981,2.06
SOP,2010,"SZCZOTKA, PIOTR",Forward,Poland,1981,
SOP,2010,"VARDA, RATKO",Center,Serbia,1979,2.13
SOP,2010,"ELDRIDGE, COURTNEY",Guard,United States of America,1980,1.76
SOP,2010,"BURRELL, RONNIE",Forward,United States of America,1983,2.04
SOP,2010,"HRYCANIUK, ADAM",Center,Poland,1984,2.06
SOP,2011,"LAFAYETTE, OLIVER",Guard,United States of America,1984,1.88
SOP,2011,"SIKORA, SLAWOMIR",Guard,Poland,1986,1.93
SOP,2011,"SEWERYN, LUKASZ",Forward,Poland,1982,1.96
SOP,2011,"BLASSINGAME, JEREL",Guard,United States of America,1981,1.75
SOP,2011,"MOTIEJUNAS, DONATAS",Center,Lithuania,1990,2.13
SOP,2011,"DMITRIEV, FEDOR",Forward,Russian Federation,1984,2.05
SOP,2011,"FRASUNKIEWICZ, PRZEMYSLAW",Forward,Poland,1979,
SOP,2011,"LAPETA, ADAM",Center,Poland,1987,2.17
SOP,2011,"ZAMOJSKI, PRZEMYSLAW",Guard,Poland,1986,1.86
SOP,2011,"SZCZOTKA, PIOTR",Forward,Poland,1981,
SOP,2011,"BROWN, DEVIN",Guard,United States of America,1978,1.96
SOP,2011,"KUEBLER, MICHAEL",Guard,United States of America,1982,1.95
SOP,2011,"GEE, ALONZO",Forward,United States of America,1987,1.98
SOP,2011,"HRYCANIUK, ADAM",Center,Poland,1984,2.06
SOP,2012,"ROBINSON, FRANK",Forward,United States of America,1984,1.93
SOP,2012,"PAMULA, PIOTR",Guard,Poland,1990,1.95
SOP,2012,"SNIEG, TOMASZ",Guard,Poland,1989,1.9
SOP,2012,"WITKA, ROBERT",Forward,Poland,1981,2.06
SOP,2012,"ROSZYK, KRZYSZTOF",Forward,Poland,1978,2.0
SOP,2012,"BLASSINGAME, JEREL",Guard,United States of America,1981,1.75
SOP,2012,"ACKER, ALEX",Guard,United States of America,1983,1.95
SOP,2012,"MAHALBASIC, RASID",Center,Austria,1990,2.11
SOP,2012,"PONITKA, MATEUSZ",Guard,Poland,1993,1.98
SOP,2012,"KOSZAREK, LUKASZ",Guard,Poland,1984,1.87
SOP,2012,"SZCZOTKA, PIOTR",Forward,Poland,1981,
SOP,2012,"RICHARDS, RYAN",Center,United Kingdom,1991,2.1
SOP,2012,"HRYCANIUK, ADAM",Center,Poland,1984,2.06
STR,2005,"WESSON, K&#39;ZELL",Forward,United States of America,1977,2.02
STR,2005,"HATTON NEGRON, ROBERT JOS&#201;",Guard,United States of America,1976,1.87
STR,2005,"YAICI, BOUDJI",Guard,Algeria,1987,1.85
STR,2005,"GREER, RICARDO",Forward,Dominican Republic,1977,1.96
STR,2005,"GREER, JEFF",Forward,Dominican Republic,1979,1.95
STR,2005,"JEANNEAU, AYMERIC",Guard,France,1978,1.85
STR,2005,"MENDY, ELSON",Forward,Senegal,1985,1.99
STR,2005,"McCORD,  JOHN",Forward,United Kingdom,1973,2.01
STR,2005,"PALMER, CRAWFORD",Center,France,1970,2.07
STR,2005,"JACKSON, STANLEY",Guard,United States of America,1970,1.91
STR,2005,"GIFFA, SANYA",Forward,France,1977,
STR,2005,"STAROSTA, ONDREJ",Center,Czech Republic,1979,2.18
STR,2013,"TOUPANE, AXEL",Forward,France,1992,2.01
STR,2013,"DIOT, ANTOINE",Guard,France,1989,1.93
STR,2013,"LELOUP, JEREMY",Forward,France,1987,2.0
STR,2013,"LACOMBE, PAUL",Guard,France,1990,1.98
STR,2013,"CAMPBELL, LOUIS",Guard,United States of America,1979,1.91
STR,2013,"GREER, RICARDO",Forward,Dominican Republic,1977,1.96
STR,2013,"DUPORT, ROMAIN",Center,France,1986,2.18
STR,2013,"ABROMAITIS, TIM",Forward,United States of America,1989,2.03
STR,2013,"AJINCA, ALEXIS",Center,France,1988,2.15
STR,2013,"MURPHY, KEVIN",Guard,United States of America,1990,1.98
STR,2015,"COLLINS, MARDY",Forward,United States of America,1984,1.96
STR,2015,"BEAUBOIS, RODRIGUE",Guard,France,1988,1.95
STR,2015,"LACOMBE, PAUL",Guard,France,1990,1.98
STR,2015,"LELOUP, JEREMY",Forward,France,1987,2.0
STR,2015,"CAMPBELL, LOUIS",Guard,United States of America,1979,1.91
STR,2015,"NTILIKINA, FRANK",Guard,France,1998,1.88
STR,2015,"MUSHIDI, KOSTJA",Guard,Germany,1998,1.95
STR,2015,"GOLUBOVIC, VLADIMIR",Center,Serbia,1986,2.12
STR,2015,"FOFANA, BANGALY",Center,France,1989,2.12
STR,2015,"WEEMS, KYLE",Forward,United States of America,1989,1.98
STR,2015,"DUPORT, ROMAIN",Center,France,1986,2.18
STR,2015,"HOWARD, MATT",Forward,United States of America,1989,2.03
STR,2015,"CORTALE, OLIVIER",Forward,France,1997,2.07
TEL,2001,"HENEFELD, NADAV",Forward,Israel,1968,2.0
TEL,2001,"BRISKER, MARK",Guard,United States of America,1969,1.95
TEL,2001,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2001,"HUFFMAN, NATE",Center,United States of America,1975,2.16
TEL,2001,"PARKER, ANTHONY",Guard,United States of America,1975,1.98
TEL,2001,"SHELEF, GUR",Forward,Israel,1974,2.01
TEL,2001,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2001,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2001,"SAFFAR, YOAV",Forward,Israel,1975,2.06
TEL,2001,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2001,"CURCIC, RADISLAV",Center,Serbia,1965,2.06
TEL,2001,"McDONALD, ARRIEL",Guard,Slovenia,1972,1.89
TEL,2001,"BESOK, HUSEYIN",Center,Turkey,1975,2.12
TEL,2002,"LUBIN, LIOR",Guard,Israel,1977,1.92
TEL,2002,"LEWIS, QUINCY",Forward,United States of America,1977,2.01
TEL,2002,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2002,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2002,"GOREE, MARCUS",Forward,United States of America,1977,2.03
TEL,2002,"SHELEF, GUR",Forward,Israel,1974,2.01
TEL,2002,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2002,"SHEFFER, DORON",Guard,Israel,1972,1.96
TEL,2002,"SAFFAR, YOAV",Forward,Israel,1975,2.06
TEL,2002,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2002,"UDRIH, BENO",Guard,Slovenia,1982,1.91
TEL,2002,"BESOK, HUSEYIN",Center,Turkey,1975,2.12
TEL,2002,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2003,"BEN-CHIMOL, AVI",Guard,Israel,1985,1.95
TEL,2003,"BASTON, MACEO",Forward,United States of America,1976,2.06
TEL,2003,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2003,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2003,"PARKER, ANTHONY",Guard,United States of America,1975,1.98
TEL,2003,"SHELEF, GUR",Forward,Israel,1974,2.01
TEL,2003,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2003,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2003,"JASIKEVICIUS, SARUNAS",Guard,Lithuania,1976,
TEL,2003,"SUNDOV, BRUNO",Center,Croatia,1980,2.21
TEL,2003,"THOMAS, DEON",Forward,Israel,1971,2.04
TEL,2003,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2004,"BASTON, MACEO",Center,United States of America,1976,2.06
TEL,2004,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2004,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2004,"PARKER, ANTHONY",Forward,United States of America,1975,1.98
TEL,2004,"SHELEF, GUR",Forward,Israel,1974,2.01
TEL,2004,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2004,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2004,"DOTAN, ASSAF",Guard,Israel,1974,1.94
TEL,2004,"JASIKEVICIUS, SARUNAS",Guard,Lithuania,1976,
TEL,2004,"KOMMATOS, NESTORAS",Forward,Greece,1977,2.03
TEL,2004,"THOMAS, DEON",Forward,Israel,1971,2.04
TEL,2004,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2005,"FANAN, REGEV",Guard,Israel,1981,
TEL,2005,"BASTON, MACEO",Forward,United States of America,1976,2.06
TEL,2005,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2005,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2005,"PARKER, ANTHONY",Guard,United States of America,1975,1.98
TEL,2005,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2005,"SHASON, SHARON",Forward,Israel,1979,2.06
TEL,2005,"DOTAN, ASSAF",Guard,Israel,1974,1.94
TEL,2005,"CASSPI, OMRI",Forward,Israel,1988,2.05
TEL,2005,"SOLOMON, WILLIE",Guard,United States of America,1978,1.87
TEL,2005,"PENNEY, KIRK",Guard,New Zealand,1980,1.95
TEL,2005,"ARNOLD, JAMIE",Forward,Israel,1975,2.02
TEL,2005,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2006,"BYNUM, WILL",Guard,United States of America,1983,1.83
TEL,2006,"FELIX, NOEL",Forward,United States of America,1981,2.06
TEL,2006,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2006,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2006,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2006,"ARNOLD, JAMIE",Forward,Israel,1975,2.02
TEL,2006,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2006,"SHASON, SHARON",Forward,Israel,1979,2.06
TEL,2006,"FANAN, REGEV",Guard,Israel,1981,
TEL,2006,"JASAITIS, SIMAS",Forward,Lithuania,1982,2.02
TEL,2006,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2006,"JERETIN, GORAN",Guard,Montenegro,1979,1.92
TEL,2006,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2007,"BYNUM, WILL",Guard,United States of America,1983,1.83
TEL,2007,"FIZER, MARCUS",Forward,United States of America,1978,2.03
TEL,2007,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2007,"VUJCIC, NIKOLA",Center,Croatia,1978,2.11
TEL,2007,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2007,"MORRIS, TERENCE",Forward,United States of America,1979,2.07
TEL,2007,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2007,"CASSPI, OMRI",Forward,Israel,1988,2.05
TEL,2007,"GARCIA, ALEX",Guard,Brazil,1980,1.91
TEL,2007,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2007,"CUMMINGS, VONTEEGO",Guard,United States of America,1976,1.9
TEL,2007,"BATISTA, ESTEBAN",Center,Uruguay,1983,2.08
TEL,2007,"FANAN, REGEV",Guard,Israel,1981,
TEL,2007,"HALPERIN, YOTAM",Guard,Israel,1984,1.96
TEL,2008,"GAINES, CHARLES",Forward,United States of America,1981,2.03
TEL,2008,"BROWN, MARCUS",Guard,United States of America,1974,1.91
TEL,2008,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2008,"ARROYO, CARLOS",Guard,United States of America,1979,1.88
TEL,2008,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2008,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2008,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2008,"SIMMONS, TRE",Forward,United States of America,1982,1.95
TEL,2008,"BROWN, DEE",Guard,United States of America,1984,1.85
TEL,2008,"CASSPI, OMRI",Forward,Israel,1988,2.05
TEL,2008,"HAGAG, DROR",Guard,Israel,1978,1.78
TEL,2008,"FISCHER, DOR",Center,United States of America,1981,2.11
TEL,2008,"FANAN, REGEV",Guard,Israel,1981,
TEL,2009,"SIMCHONY, TAMIR",Guard,Israel,1990,1.92
TEL,2009,"BER AVEN, TOMER",Guard,Israel,1992,1.97
TEL,2009,"LIMONAD, RAVIV",Guard,Israel,1984,1.92
TEL,2009,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2009,"WISNIEWSKI, ANDREW",Guard,United States of America,1981,1.91
TEL,2009,"PERKINS, DORON",Guard,United States of America,1983,1.89
TEL,2009,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2009,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2009,"ANDERSON, ALAN",Forward,United States of America,1982,1.98
TEL,2009,"LASME, STEPHANE",Forward,Gabon,1982,2.03
TEL,2009,"EIDSON, CHUCK",Guard,United States of America,1980,2.02
TEL,2009,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2009,"FISCHER, DOR",Center,United States of America,1981,2.11
TEL,2010,"PARGO, JEREMY",Guard,United States of America,1986,1.88
TEL,2010,"HENDRIX, RICHARD",Forward,United States of America,1986,2.06
TEL,2010,"SHARP, DERRICK",Guard,Israel,1971,1.83
TEL,2010,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2010,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2010,"GREEN, YANIV",Center,Israel,1980,2.06
TEL,2010,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2010,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2010,"LABANOWSKI, SEAN",Forward,Israel,1992,2.02
TEL,2010,"EIDSON, CHUCK",Guard,United States of America,1980,2.02
TEL,2010,"MACVAN, MILAN",Forward,Serbia,1989,2.05
TEL,2010,"PERKINS, DORON",Guard,United States of America,1983,1.89
TEL,2010,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
TEL,2011,"PAPALOUKAS, THEODOROS",Guard,Greece,1977,2.0
TEL,2011,"HENDRIX, RICHARD",Forward,United States of America,1986,2.06
TEL,2011,"SMITH, DEVIN",Guard,United States of America,1983,1.98
TEL,2011,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2011,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2011,"FARMAR, JORDAN",Guard,United States of America,1986,1.88
TEL,2011,"MALLET, DEMOND",Guard,United States of America,1978,1.86
TEL,2011,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2011,"BURSTEIN, TAL",Guard,Israel,1980,
TEL,2011,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2011,"SCHEYER, JONATHAN",Guard,Israel,1987,1.96
TEL,2011,"JAMES, SHAWN",Center,United States of America,1983,2.08
TEL,2011,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
TEL,2011,"LANGFORD, KEITH",Guard,United States of America,1983,1.93
TEL,2012,"LOGAN, DAVID",Guard,United States of America,1982,1.85
TEL,2012,"JAMES, SHAWN",Center,United States of America,1983,2.08
TEL,2012,"SMITH, DEVIN",Guard,United States of America,1983,1.98
TEL,2012,"HICKMAN, RICKY",Guard,United States of America,1985,1.89
TEL,2012,"ELIYAHU, LIOR",Forward,Israel,1985,2.05
TEL,2012,"ROTH, MORAN",Guard,Israel,1982,1.82
TEL,2012,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2012,"CANER-MEDLEY, NIK",Forward,United States of America,1983,2.03
TEL,2012,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2012,"SHERMADINI, GIORGI",Center,Georgia,1989,2.17
TEL,2012,"PLANINIC, DARKO",Center,Croatia,1990,2.11
TEL,2012,"THOMAS, MALCOLM",Forward,United States of America,1988,2.06
TEL,2012,"SEGEV, ITAY",Forward,Israel,1995,2.04
TEL,2012,"LANDESBERG, SYLVEN",Forward,Israel,1990,1.98
TEL,2013,"RICE, TYRESE",Guard,United States of America,1987,1.85
TEL,2013,"JAMES, SHAWN",Center,United States of America,1983,2.08
TEL,2013,"SMITH, DEVIN",Guard,United States of America,1983,1.98
TEL,2013,"HICKMAN, RICKY",Guard,United States of America,1985,1.89
TEL,2013,"INGLES, JOE",Forward,Australia,1987,2.03
TEL,2013,"TYUS, ALEX",Forward,Israel,1988,2.03
TEL,2013,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2013,"COHEN, JAKE",Center,Israel,1990,2.1
TEL,2013,"ZIZIC, ANDRIJA",Center,Croatia,1980,2.06
TEL,2013,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2013,"BLU, DAVID",Forward,Israel,1980,2.01
TEL,2013,"ALTIT, BEN",Center,Israel,1993,2.08
TEL,2013,"LANDESBERG, SYLVEN",Forward,Israel,1990,1.98
TEL,2013,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
TEL,2013,"HARARI, ARAD",Guard,Israel,1994,1.96
TEL,2014,"PARGO, JEREMY",Guard,United States of America,1986,1.88
TEL,2014,"HAYNES, MARQUEZ",Guard,United States of America,1986,1.88
TEL,2014,"SMITH, DEVIN",Guard,United States of America,1983,1.98
TEL,2014,"RANDLE, BRIAN",Forward,United States of America,1985,2.03
TEL,2014,"LINHART, NATE",Forward,United States of America,1986,2.01
TEL,2014,"TYUS, ALEX",Forward,Israel,1988,2.03
TEL,2014,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2014,"COHEN, JAKE",Center,Israel,1990,2.1
TEL,2014,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2014,"HARARI, ARAD",Guard,Israel,1994,1.96
TEL,2014,"LANDESBERG, SYLVEN",Forward,Israel,1990,1.98
TEL,2014,"SCHORTSANITIS, SOFOKLIS",Center,Greece,1985,2.06
TEL,2014,"ALEXANDER, JOE",Forward,Israel,1986,2.03
TEL,2014,"FORTE, JOSEPH",Guard,United States of America,1981,1.93
TEL,2015,"FARMAR, JORDAN",Guard,United States of America,1986,1.88
TEL,2015,"BENDER, DRAGAN",Forward,Croatia,1997,2.11
TEL,2015,"SMITH, DEVIN",Guard,United States of America,1983,1.98
TEL,2015,"RANDLE, BRIAN",Forward,United States of America,1985,2.03
TEL,2015,"YIVZORI, DAGAN",Guard,Israel,1985,1.93
TEL,2015,"SEGEV, ITAY",Forward,Israel,1995,2.04
TEL,2015,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2015,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2015,"FAVERANI, VITOR",Center,Spain,1988,2.1
TEL,2015,"ZOOSMAN, YOVEL",Guard,Israel,1998,2.0
TEL,2015,"LANDESBERG, SYLVEN",Forward,Israel,1990,1.98
TEL,2015,"OFOEGBU, IKE",Center,United States of America,1984,2.05
TEL,2015,"ROCHESTIE, TAYLOR",Guard,United States of America,1985,1.86
TEL,2015,"MBAKWE, TREVOR",Center,Nigeria,1989,2.03
TEL,2015,"ONUAKU, ARINZE",Center,United States of America,1987,2.06
TEL,2016,"GOUDELOCK, ANDREW",Guard,United States of America,1988,1.91
TEL,2016,"RUDD, VICTOR",Forward,United States of America,1991,2.04
TEL,2016,"SEELEY, DENNIS",Guard,United States of America,1989,1.93
TEL,2016,"SIMPSON, DIAMON",Forward,United States of America,1987,2.03
TEL,2016,"SMITH, DEVIN",Forward,United States of America,1983,1.98
TEL,2016,"ZALMANSON, TOMER",Guard,Israel,1998,1.93
TEL,2016,"LEVI, NIMROD",Forward,Israel,1995,2.08
TEL,2016,"MEKEL, GAL",Guard,Israel,1988,1.92
TEL,2016,"PNINI, GUY",Forward,Israel,1983,2.01
TEL,2016,"SEGEV, ITAY",Forward,Israel,1995,2.04
TEL,2016,"OHAYON, YOGEV",Guard,Israel,1987,1.89
TEL,2016,"LANDESBERG, SYLVEN",Guard,Israel,1990,1.98
TEL,2016,"BEN HARUSH, IDDO",Guard,Israel,1998,1.9
TEL,2016,"ALEXANDER, JOE",Forward,Israel,1986,2.03
TEL,2016,"IVERSON, COLTON",Center,United States of America,1989,2.13
TEL,2016,"MILLER, QUINCY",Forward,United States of America,1992,2.06
TEL,2017,"THOMAS, DESHAUN",Forward,United States of America,1991,2.01
TEL,2017,"MASHOUR, KARAM",Forward,Israel,1991,1.98
TEL,2017,"ROLL, MICHAEL",Forward,United States of America,1987,1.98
TEL,2017,"KANE, DEANDRE",Guard,United States of America,1989,1.96
TEL,2017,"AVDIJA, DENI",Guard,Israel,2001,2.0
TEL,2017,"TYUS, ALEX",Center,Israel,1988,2.03
TEL,2017,"DIBARTOLOMEO, JOHN",Guard,Israel,1991,1.83
TEL,2017,"COHEN, JAKE",Center,Israel,1990,2.1
TEL,2017,"SEGEV, ITAY",Forward,Israel,1995,2.04
TEL,2017,"COLE, NORRIS",Guard,United States of America,1988,1.88
TEL,2017,"BOLDEN, JONAH",Forward,United States of America,1996,2.08
TEL,2017,"PARAKHOUSKI, ARTSIOM",Center,Belarus,1987,2.11
TEL,2017,"ZOOSMAN, YOVEL",Guard,Israel,1998,2.0
TEL,2017,"JACKSON, PIERRE",Guard,United States of America,1991,1.8
TIV,2013,"GRIGORYEV, MAXIM",Guard,Russian Federation,1990,1.95
TIV,2013,"BROWN, DERRICK",Forward,United States of America,1987,2.03
TIV,2013,"WILLIAMS, MARCUS",Guard,United States of America,1985,1.91
TIV,2013,"HENDRIX, RICHARD",Forward,United States of America,1986,2.06
TIV,2013,"KANYGIN, IGOR",Center,Russian Federation,1994,2.07
TIV,2013,"KALNIETIS, MANTAS",Guard,Lithuania,1986,1.95
TIV,2013,"BYKOV, SERGEY",Guard,Russian Federation,1983,1.9
TIV,2013,"LIKHODEI, VALERII",Forward,Russian Federation,1986,2.04
TIV,2013,"JASAITIS, SIMAS",Guard,Lithuania,1982,2.02
TIV,2013,"KOLYUSHKIN, MAXIM",Guard,Russian Federation,1990,1.92
TIV,2013,"ZUBKOV, ANDREY",Forward,Russian Federation,1991,2.06
TIV,2013,"ZHUKANENKO, ALEXEY",Center,Russian Federation,1986,2.1
TIV,2013,"MARIC, ALEKS",Center,Serbia,1984,2.11
TIV,2013,"PONKRASHOV, ANTON",Guard,Russian Federation,1986,2.0
TIV,2013,"SIMON, KRUNOSLAV",Forward,Croatia,1985,1.97
TIV,2015,"DELANEY, MALCOLM ",Guard,United States of America,1989,1.91
TIV,2015,"SINGLETON, CHRIS",Forward,United States of America,1989,2.06
TIV,2015,"RANDOLPH, ANTHONY",Forward,United States of America,1989,2.11
TIV,2015,"DRAPER, DONTAYE",Guard,United States of America,1984,1.81
TIV,2015,"KANYGIN, IGOR",Center,Russian Federation,1994,2.07
TIV,2015,"CLAVER, VICTOR",Forward,Spain,1988,2.07
TIV,2015,"BYKOV, SERGEY",Guard,Russian Federation,1983,1.9
TIV,2015,"JANNING, MATT",Guard,United States of America,1988,1.93
TIV,2015,"KOLYUSHKIN, MAXIM",Forward,Russian Federation,1990,1.92
TIV,2015,"BALASHOV, NIKITA",Forward,Russian Federation,1991,2.07
TIV,2015,"VORONOV, EVGENY",Guard,Russian Federation,1986,1.94
TIV,2015,"ZUBKOV, ANDREY",Forward,Russian Federation,1991,2.06
TIV,2015,"SHUKHOVTCOV, GRIGORY",Center,Russian Federation,1983,2.11
TIV,2015,"BROEKHOFF, RYAN",Forward,Australia,1990,1.97
TRE,2000,"NICOLA, MARCELO",Forward,Spain,1971,2.07
TRE,2000,"BROWN, MARCUS",Guard,United States of America,1974,1.91
TRE,2000,"SOTTANA, LUCA",Guard,Italy,1982,1.86
TRE,2000,"PITTIS, RICCARDO",Forward,Italy,1968,2.03
TRE,2000,"MARCONATO, DENIS",Center,Italy,1975,2.14
TRE,2000,"BULLERI, MASSIMO",Guard,Italy,1977,1.88
TRE,2000,"NAUMOSKI, PETAR",Guard,Italy,1968,1.94
TRE,2000,"SANTOS, ISMAEL",Guard,Spain,1972,1.92
TRE,2000,"NACHBAR, BOSTJAN",Forward,Slovenia,1980,2.06
TRE,2000,"BASEI, FRANCESCO",Forward,Italy,1983,2.03
TRE,2000,"TOMIDY, ALAN",Center,Ireland,1976,2.06
TRE,2000,"GARBAJOSA, JORGE",Forward,Spain,1977,2.05
TRE,2000,"LISICKY, PETER",Guard,Slovakia,1976,1.92
TRE,2001,"NICOLA, MARCELO",Forward,Spain,1971,2.07
TRE,2001,"EDNEY, TYUS",Guard,United States of America,1973,1.78
TRE,2001,"STOJIC, MARIO",Guard,Germany,1980,1.99
TRE,2001,"PITTIS, RICCARDO",Forward,Italy,1968,2.03
TRE,2001,"MARCONATO, DENIS",Center,Italy,1975,2.14
TRE,2001,"BULLERI, MASSIMO",Guard,Italy,1977,1.88
TRE,2001,"CHIKALKIN, SERGEI",Guard,Russian Federation,1975,1.96
